Predicted,Actual
179.25073,173.57
180.72032,234.4
165.87193,173.93
181.2121,216.67
175.4331,192.42
166.99931,160.62
151.80954,141.66
170.96632,185.85
174.80975,180.57
166.28488,173.5
175.42436,150.77
157.68517,141.56
162.70398,175.04
182.24844,147.07
159.99257,176.08
168.27121,174.2
166.75555,179.07
170.09955,191.73
174.81546,150.77
163.75731,177.45
175.70297,163.43
154.19257,167.4
164.45651,150.17
172.9549,150.18
160.08055,175.01
176.46225,181.56
177.63004,165.33
169.82365,172.07
178.24338,189.43
162.72221,177.77
167.96906,170.21
160.1312,155.74
163.0929,137.87
170.47762,171.37
165.6969,143.0
156.11832,178.44
166.50612,178.72
163.38673,185.27
181.78531,187.44
158.0521,158.28
165.92334,170.77
165.05472,182.41
156.92332,148.11
163.52524,183.79
157.26654,158.91
153.56119,153.34
160.39534,180.19
177.29268,179.66
171.26451,148.79
179.99088,175.74
170.89026,149.35
175.39581,198.11
180.55191,227.82
158.76508,136.72
178.67134,194.68
169.37222,160.77
159.63486,151.6
166.93573,166.17
180.13205,177.97
182.10223,186.28
170.0113,172.69
176.401,193.73
160.02888,165.29
151.08156,137.35
158.26648,175.6
150.61694,149.45
170.67229,181.82
180.51779,216.67
156.66225,157.96
182.0538,184.4
166.55536,150.77
168.40436,173.72
167.91464,163.43
157.76205,145.38
158.56502,171.37
166.85548,178.85
180.79951,170.4
153.13007,135.87
176.06062,214.1
179.2317,224.18
171.22171,178.72
152.83713,154.51
167.17973,130.15
153.07138,158.52
180.84677,152.74
172.09874,163.43
178.58617,172.28
179.36362,176.38
155.77495,132.76
174.28348,142.65
152.51175,137.35
178.47574,172.75
166.10045,165.84
165.0149,145.47
148.8198,140.82
167.20198,174.61
182.01765,166.89
173.19434,148.28
179.82867,142.41
178.08638,182.32
168.41739,142.45
163.4408,182.89
148.89247,137.35
176.10957,183.31
157.55382,142.56
175.55559,217.96
180.43338,191.29
177.57336,179.58
168.48523,186.86
167.17172,163.77
156.84595,167.45
161.08961,207.23
157.60533,138.2
179.60503,224.18
169.70949,153.83
174.7385,165.84
180.9245,169.02
180.34378,183.79
181.15161,175.01
164.79517,188.06
178.10826,190.68
176.82089,143.21
180.80783,171.37
152.18208,165.75
153.87184,165.79
181.02057,177.82
173.84279,179.8
161.95724,136.72
180.85313,145.93
173.83345,143.39
179.22954,187.65
179.01398,147.07
175.35017,153.34
164.38896,160.77
170.66931,185.64
174.41307,193.42
162.06392,147.11
166.2559,165.79
178.87325,188.85
154.04013,156.77
153.51434,174.49
176.87726,168.45
179.32547,183.86
159.60207,174.21
163.80482,179.21
173.05856,142.41
179.39339,185.92
162.33693,195.18
166.8551,150.77
158.63142,154.73
158.53928,141.66
175.43973,178.72
154.16736,154.51
173.13182,194.17
179.23515,213.07
171.40657,155.96
178.53099,186.86
161.15263,146.87
181.35638,175.1
177.6777,165.81
177.87405,170.12
176.65811,170.69
180.00873,177.97
178.0856,166.9
150.50749,142.56
162.16011,172.1
154.9725,138.98
151.3312,162.51
162.90276,196.45
181.22614,218.8
178.53227,168.41
156.00786,136.5
168.7705,147.92
176.81122,156.57
174.6721,146.1
160.47812,142.45
167.33334,146.14
178.96469,187.15
177.67264,173.0
165.1457,145.54
176.14844,148.03
169.85693,193.15
162.37935,165.21
181.08578,182.4
173.58209,174.15
164.2985,191.17
155.6278,143.0
178.38821,216.75
170.33603,214.24
179.16913,150.18
160.60138,148.31
162.59853,135.87
180.44951,170.73
158.53058,159.3
180.55186,187.68
166.69214,164.92
149.43257,157.65
159.50424,183.95
161.63666,148.03
178.81187,142.91
180.61029,213.07
175.89459,151.92
177.30173,171.77
151.11424,140.36
159.47214,166.47
177.20213,165.23
150.18715,157.65
154.22162,157.35
164.70099,165.07
157.17284,155.85
163.30106,172.07
179.03717,143.39
178.17929,172.07
167.53577,178.18
181.48386,138.92
180.52116,151.76
173.4457,173.66
157.40863,150.77
151.88376,152.06
178.69885,165.0
164.41061,169.59
172.82736,209.27
161.63135,193.05
173.61551,171.96
180.56288,138.34
162.17543,144.8
182.46935,172.75
170.75441,145.91
152.29745,166.42
174.90639,176.08
172.11528,183.95
176.73427,192.75
174.36758,176.38
155.10286,175.06
163.99068,153.84
172.53189,173.23
181.84535,224.31
171.63876,184.57
163.7848,135.94
153.68797,157.96
154.70097,148.71
179.78825,192.35
176.88622,180.57
166.54597,193.6
151.37013,157.65
157.09254,143.78
176.8252,226.34
164.19293,208.14
172.3483,145.86
168.69263,193.42
180.34154,189.3
169.33783,175.01
174.91281,213.31
166.63016,133.41
181.27371,141.11
177.79405,171.84
179.25299,194.27
175.5421,216.75
179.37984,182.74
161.37729,140.09
165.22885,152.87
164.52798,193.97
180.09633,170.73
173.46828,179.21
174.41983,210.62
155.91904,167.66
169.18077,138.98
168.9666,207.49
176.07912,194.83
174.50493,186.86
175.89407,228.88
154.53645,174.07
173.4464,167.57
175.97424,192.42
178.01216,165.79
155.19795,143.78
156.71544,175.6
159.03241,155.74
163.58891,168.22
155.69847,191.45
159.9485,173.555
156.97806,174.72
178.89685,187.87
163.07483,147.27
167.09357,189.97
178.94214,170.77
181.11334,193.12
173.99207,219.86
181.48552,217.53
157.46597,138.92
177.70918,158.28
156.65698,186.86
179.52342,189.25
180.71469,219.86
178.08084,195.87
170.39612,208.14
166.9576,173.19
165.04294,195.605
158.46124,165.29
177.44695,178.39
179.30515,187.87
175.9268,184.8
173.32602,157.83
161.97757,156.57
173.75659,168.49
158.0506,156.8
175.41693,194.83
167.8443,155.31
164.79858,197.96
177.95358,181.12
169.75485,180.75
150.36494,165.29
167.82501,165.23
163.39917,165.63
167.90355,165.38
175.28644,172.07
176.07997,179.23
165.64883,192.75
157.8828,161.79
158.13887,149.84
173.98204,216.67
163.42471,142.48
173.27353,182.63
178.00308,173.5
169.30003,158.91
151.64929,146.87
169.80112,163.64
171.49509,177.57
165.33447,132.37
161.89392,181.91
147.36143,154.51
179.40527,182.52
174.9532,173.57
177.63177,164.66
180.8366,196.45
166.0617,160.62
177.59117,214.29
177.79288,182.31
165.83754,156.79
179.3639,157.4
156.87943,147.04
163.96141,140.94
178.7852,192.46
164.21103,184.25
174.94312,169.38
173.56143,143.75
165.28973,185.01
175.65468,214.29
170.43044,193.13
162.70125,170.03
164.78867,168.22
173.14505,193.05
166.67299,143.0
163.82994,146.63
151.81535,131.88
168.84496,145.43
181.5208,175.05
180.95045,188.61
178.20212,145.43
163.05385,152.95
174.78821,160.8
156.20836,144.22
163.95851,170.21
161.53127,174.07
170.41307,178.61
170.63086,151.73
164.29398,162.51
177.7649,150.17
155.65656,170.4
169.17993,180.75
156.74211,176.65
171.28503,142.41
160.47969,154.46
177.4389,181.82
173.56369,138.88
155.33702,170.21
178.55522,165.21
180.14633,169.0
170.48297,185.85
155.44054,163.64
161.15868,140.94
178.41924,185.27
163.45663,179.21
176.93246,196.94
157.05048,144.22
175.26175,139.23
164.34564,172.4
178.3795,183.38
154.55608,132.76
159.60115,178.85
180.094,148.03
178.38458,223.96
162.00381,151.01
175.54782,125.07
179.7015,182.89
161.20813,190.68
176.28877,156.9
181.31493,182.89
160.16002,185.64
180.24362,146.71
160.58089,143.21
159.95195,181.99
182.01627,209.27
151.3078,138.27
158.26823,143.21
176.3044,191.94
178.78108,129.93
177.68039,176.38
173.8285,178.18
174.54083,152.34
182.01164,187.0
179.28427,186.86
177.25581,228.68
180.97104,159.28
179.87523,188.61
181.9587,160.77
157.4929,169.59
168.7273,175.84
180.91693,181.71
160.83023,170.03
154.72002,174.79
152.90341,163.64
175.4065,153.34
162.56519,132.23
176.05458,189.84
181.85455,185.59
151.55429,145.38
171.13379,153.34
180.84714,174.2
167.95436,168.22
172.5799,152.37
167.55707,167.53
168.67914,145.43
164.53633,174.0
151.33464,146.4
175.6221,134.76
180.66275,166.17
158.02078,154.5
175.97456,147.07
151.8401,132.76
159.38058,145.43
170.99057,169.38
169.94147,139.5
170.14104,178.96
157.97083,145.93
153.97221,156.9
168.7756,132.23
158.21927,166.02
151.29675,157.96
154.30106,141.66
162.09027,130.03
173.54083,162.51
176.45323,169.12
157.93912,146.35
173.37585,182.74
179.97993,172.75
163.509,151.03
174.74326,177.82
178.78494,175.01
154.35771,147.04
162.07382,137.44
175.52174,171.96
178.98112,213.07
166.40646,189.95
175.46558,193.97
150.9053,167.66
155.35388,155.31
151.30362,150.62
181.31987,214.1
179.93353,169.71
153.45781,152.06
173.37598,172.28
156.04477,167.66
174.28714,193.18
157.5328,171.52
170.51212,154.5
167.66176,169.0
164.00279,168.0
179.62268,143.96
168.9425,174.21
175.1804,182.74
163.98804,174.21
171.38055,189.25
169.69565,216.75
163.84276,166.9
162.18118,157.4
168.46667,168.84
181.8093,189.69
156.78485,145.43
176.69891,183.31
154.50581,135.87
167.4144,148.47
164.28288,193.13
171.89284,156.9
165.88155,183.63
164.38406,147.41
178.73306,193.73
169.02257,142.48
180.16493,140.94
169.96814,193.13
173.9447,193.18
153.73499,146.14
155.56929,135.87
180.70206,194.48
182.13077,208.14
163.53455,167.57
157.90674,174.07
175.268,189.25
174.70267,152.95
164.41214,191.56
166.0102,188.32
173.98706,194.5
158.54018,147.96
176.71964,171.96
180.4899,194.5
150.31226,147.11
162.44011,179.8
182.24316,183.95
170.28873,143.21
162.41402,177.77
168.10129,181.99
165.1999,186.86
161.36198,143.11
173.79019,131.88
166.42703,149.7
152.281,156.57
176.17398,134.87
159.04172,157.4
160.32758,151.6
180.93272,177.15
168.91495,191.33
175.39497,146.71
178.47247,177.82
172.10623,166.9
150.8936,137.35
169.43343,177.97
181.01865,181.71
159.42613,157.96
159.07315,165.56
180.59995,173.75
150.5353,165.07
161.70406,138.92
157.2444,155.74
166.94823,177.77
175.71745,151.01
165.5226,170.03
178.12201,182.52
162.6719,126.04
164.04935,175.06
178.8721,157.65
181.97626,189.95
180.24835,178.72
150.36838,157.44
177.71063,191.73
167.59885,184.12
162.53221,136.72
178.12048,192.32
153.28593,167.66
178.90833,188.32
164.30351,187.0
177.72601,157.37
169.45862,151.73
169.96655,191.33
158.74721,139.23
176.54929,185.04
178.21315,175.74
173.72076,151.6
176.05316,172.07
179.56926,181.16
157.36676,163.62
178.14085,170.69
178.45428,169.3
151.6069,150.62
167.66245,163.43
173.79941,213.07
155.03069,131.88
178.68594,196.94
169.55228,171.21
168.75075,157.35
170.85199,189.79
167.29196,141.66
163.0715,188.08
182.08098,170.85
171.69344,181.18
170.10876,162.03
154.38908,152.95
178.85178,185.56
155.03888,162.88
170.32042,153.34
167.73547,153.83
175.95345,177.3
160.08722,163.98
181.81908,191.73
153.39597,174.72
172.67053,163.77
159.4411,132.76
156.79468,151.0
158.82504,150.62
177.12701,196.89
178.54878,173.44
164.34102,133.41
180.72362,147.92
173.8634,226.34
158.44556,177.56
173.68419,218.8
181.95398,207.15
169.24174,168.45
152.9191,167.66
156.83556,144.22
161.78665,175.43
177.37738,164.9
153.25926,130.06
160.17496,144.22
181.35982,176.55
174.13058,195.71
178.17989,193.89
155.91095,152.74
156.24475,131.88
181.63654,217.96
170.55849,162.95
181.38937,150.77
164.09131,183.38
160.09123,136.72
180.04007,193.22
178.794,178.18
172.27896,173.44
166.53311,163.43
175.49948,177.45
156.89442,171.96
172.61995,193.73
173.42357,176.38
171.50885,150.62
168.14197,181.71
165.83142,145.86
164.02531,138.92
181.51997,171.13
160.20966,159.59
162.1093,180.95
181.39296,171.13
166.11473,153.04
157.86865,137.44
172.67316,192.58
178.92676,217.96
178.1164,186.28
158.27426,126.36
162.86937,167.63
158.38531,141.86
171.65674,138.2
164.36496,138.92
178.40273,162.51
182.14043,232.98
151.72401,160.01
158.41408,138.27
181.18619,179.66
181.6993,193.62
154.44685,156.57
167.30785,189.97
174.3483,181.16
162.86719,146.4
162.0098,197.96
172.3376,193.89
158.87042,143.86
161.0087,187.65
174.62894,183.79
178.61635,174.21
168.5795,170.29
181.06311,180.57
169.99942,170.85
163.96268,145.47
167.03477,169.3
174.39224,135.21
179.71655,143.96
157.41898,165.84
176.93997,163.62
178.62477,131.86
173.93304,138.92
178.60776,188.85
161.52827,191.17
178.74376,146.87
151.61815,172.14
164.14856,166.47
152.1608,159.48
178.22742,155.96
159.87051,140.36
176.66263,178.61
160.09808,135.45
166.8764,142.53
166.28156,178.85
181.94107,184.25
175.6277,180.95
157.03314,144.8
180.01892,190.29
179.5148,142.41
179.99725,182.52
167.01852,167.57
168.48306,176.08
178.55798,146.63
151.6687,142.65
165.4963,178.72
158.92484,169.24
175.16063,167.78
181.91454,169.67
169.75038,178.39
162.87616,152.59
162.7774,167.53
150.02173,146.14
169.81557,192.75
177.15741,179.8
176.10199,193.97
173.11736,172.07
167.7127,132.23
171.17354,153.84
181.51361,134.76
160.87277,142.91
178.1167,153.85
160.57005,193.89
153.38966,141.56
174.96967,132.23
157.78154,162.88
174.03833,185.04
174.04886,171.56
159.01414,147.96
155.56387,162.51
163.46779,170.21
166.04965,138.38
163.22812,193.15
176.57095,155.96
164.3792,178.72
155.8725,144.22
180.45074,175.01
170.67883,213.31
162.68869,155.85
182.01822,179.66
182.12338,181.42
176.37218,182.89
152.85875,174.07
174.5436,189.97
170.42511,187.65
156.30183,149.45
168.45607,171.1
165.15215,173.93
157.42322,165.33
178.84705,152.95
179.87045,189.25
179.4396,192.25
151.3736,166.02
182.27841,178.72
168.72418,192.75
160.38423,179.21
161.91168,140.52
172.913,129.62
172.22635,179.23
167.98721,189.99
181.73622,182.63
165.20877,163.98
179.64917,183.96
177.325,142.91
182.05603,196.45
181.46985,193.12
163.50095,169.24
165.3586,178.96
164.27048,182.52
175.40613,228.88
161.11987,176.65
180.66959,194.5
157.74495,140.42
159.0653,174.91
179.54819,187.43
169.11263,157.28
177.7061,218.54
150.99347,177.56
172.47194,177.79
181.09915,187.68
163.50809,144.8
181.71957,170.03
160.53296,136.72
157.72487,140.94
181.8333,134.76
164.87639,166.89
166.84149,191.17
152.47789,145.43
176.6648,189.41
167.55374,133.49
178.54593,146.63
154.9583,137.13
179.65529,176.3
181.28827,192.46
179.98816,175.1
175.86694,194.17
179.61624,209.82
166.01587,181.42
156.84181,162.95
158.0173,155.81
181.7181,181.42
177.55093,176.08
163.88022,141.17
157.25996,142.92
157.59612,151.03
177.33469,224.31
156.69946,131.56
151.09578,162.88
167.7047,143.0
164.2795,145.93
178.58542,190.54
159.77808,181.99
175.22034,186.4
165.64629,175.49
167.68814,158.52
173.36807,194.68
180.6579,150.72
181.84056,190.54
159.4492,152.87
155.39984,173.03
154.90932,146.5
159.15065,157.4
153.31293,167.23
152.51445,145.54
175.72253,140.42
181.44606,151.01
168.52383,182.4
181.4331,163.76
178.79861,220.27
154.28206,149.24
169.25789,132.76
163.09547,152.95
179.14635,193.6
176.22115,154.46
179.57056,171.77
176.08846,177.56
151.29617,157.44
180.70634,188.85
174.61436,185.56
159.40616,168.22
155.63593,132.76
153.35776,163.98
174.64651,140.09
174.768,162.36
167.57462,153.83
159.64517,149.64
166.3333,172.07
156.2451,138.38
180.33032,176.38
149.61594,136.72
171.47922,150.87
180.45227,175.84
154.25757,158.52
178.39427,227.82
156.92247,144.22
166.25696,165.79
178.43726,216.24
178.76694,191.29
164.00777,138.98
178.59146,163.62
179.03577,193.62
173.8193,151.73
179.3055,185.27
177.47032,183.79
151.6901,135.43
158.46323,176.3
153.19327,167.66
154.62755,171.56
163.0665,172.28
180.12114,194.5
159.42375,166.02
173.36227,189.97
173.93054,155.81
150.69681,152.74
152.94008,159.48
181.09975,137.87
166.36281,152.34
178.75418,186.68
181.94072,186.86
181.08466,173.5
163.75995,144.29
153.62822,138.27
155.32637,149.7
163.61142,169.71
148.33,147.11
173.83374,145.03
155.85654,161.51
166.77596,153.83
171.37056,145.49
168.28598,140.94
161.2372,148.71
179.65332,179.58
171.05362,155.35
178.62259,181.42
177.58676,155.35
158.60387,177.79
159.2638,154.09
172.83636,191.56
156.4501,151.21
158.77565,135.43
176.75964,150.87
163.82123,144.49
175.25917,167.63
158.65854,135.94
157.03757,178.96
153.40848,129.93
176.54935,160.25
181.58244,181.71
176.97891,152.34
168.58337,191.56
152.00623,140.82
157.05057,165.79
175.25069,149.24
159.36897,168.22
158.50279,177.77
181.96365,183.95
152.64243,150.62
177.76408,169.3
166.28963,175.49
180.24115,217.53
179.53957,165.21
163.81697,165.23
153.93153,142.48
168.31108,177.3
157.24182,161.79
160.58804,139.5
149.75786,167.4
181.73251,221.55
155.37662,140.94
177.6076,168.54
177.46472,213.25
158.72682,165.0
163.44484,141.66
153.54175,141.66
177.07411,197.57
150.77591,138.2
158.78777,167.66
180.34737,207.49
161.45468,175.06
160.92941,145.54
158.83208,157.37
154.32397,150.82
181.827,144.29
175.60434,185.85
173.45688,147.27
160.75975,132.76
171.95262,163.76
159.8875,144.22
169.74364,185.01
171.0192,152.59
178.73242,194.17
180.79553,232.98
167.70004,165.79
154.1884,138.2
160.37561,157.65
160.85185,185.64
177.08942,145.49
176.24199,157.65
165.33987,132.23
180.44405,228.68
172.8441,165.35
155.35034,157.44
158.68338,182.41
180.18015,150.17
178.28165,213.31
157.47404,178.44
159.3756,163.77
176.91803,183.31
177.10336,173.57
174.56882,186.68
177.31522,173.19
176.89214,189.43
176.49176,174.21
161.86475,189.95
173.66241,194.48
159.09874,150.18
162.22127,152.34
161.18129,150.72
160.15775,152.95
174.30084,173.5
161.00415,137.35
173.13892,190.9
155.9596,157.28
173.88387,173.0
180.20947,208.14
167.7175,185.64
162.39244,187.65
167.05405,163.43
163.58757,173.31
171.51262,133.41
159.90211,148.48
163.25923,144.87
180.57272,142.53
164.09045,179.58
163.33772,165.79
155.1348,140.09
151.69202,173.19
171.8831,157.35
163.50027,188.61
154.75551,142.99
153.3476,138.27
158.66034,194.48
180.54607,179.58
172.80443,154.53
178.6219,167.53
176.57478,182.91
172.13077,177.97
178.25755,188.61
154.71806,137.59
158.34305,171.37
180.50609,179.66
178.81754,213.07
157.95532,155.09
178.4746,140.42
170.35706,161.51
170.95654,214.1
171.15422,193.15
174.49683,148.5
180.27065,168.49
177.78519,177.79
175.97255,130.15
154.1675,142.64
178.53708,227.57
171.05588,219.86
157.52992,184.25
162.90833,191.33
181.58557,218.24
166.29362,143.75
175.26733,191.73
180.41742,183.31
179.73874,187.65
