Predicted,Actual
168.8363,174.61
168.25659,175.1
178.77795,184.12
177.70993,225.01
174.23308,153.83
167.31007,191.33
173.20726,194.5
169.71935,183.96
177.05408,181.16
168.78436,149.4
160.06393,154.5
179.0072,125.07
179.32124,173.66
179.6617,185.59
179.28873,209.68
164.08601,183.63
170.86237,172.75
160.36385,156.9
163.43755,177.56
164.34698,140.94
174.77419,186.86
172.49298,191.94
165.40498,185.04
168.41574,189.98
154.07768,146.14
157.24164,171.83
165.76451,150.62
158.71558,148.11
180.71994,194.71
155.74115,153.34
177.36115,162.03
178.30887,179.58
161.52467,162.03
166.682,148.47
161.0907,172.28
178.60643,218.8
180.2382,187.0
162.47865,152.95
181.12209,185.64
161.3822,134.87
168.17789,173.03
160.1905,169.24
155.0597,154.73
164.29565,151.21
177.5019,185.04
181.12428,194.83
178.17694,209.68
151.12909,137.35
181.20161,165.23
179.92406,188.63
180.48285,190.9
179.99191,171.37
151.68161,165.29
173.24411,178.39
175.41017,132.3
176.38405,207.15
178.30423,151.03
161.66608,125.02
180.68279,175.05
170.6632,148.91
157.74275,157.22
164.67752,162.88
163.02747,169.3
167.5071,174.55
174.6848,193.97
154.08865,141.17
160.59454,134.87
153.49045,147.96
173.85196,185.56
179.34842,185.04
174.27724,166.17
161.47063,138.88
153.67621,142.45
182.1002,151.6
163.037,140.94
176.04672,182.68
169.39262,145.86
174.45514,148.91
160.14577,165.23
166.05731,169.0
176.90771,169.02
154.11496,146.35
165.60359,146.63
167.87546,170.69
163.54408,189.37
175.28845,166.9
168.65605,145.93
169.00447,146.5
171.99654,189.43
162.69362,192.75
180.896,158.91
181.65688,188.04
155.48393,145.03
152.53323,140.36
155.89572,151.01
159.4,148.28
177.14609,191.31
166.63953,158.91
180.03435,234.4
157.62424,150.18
179.62375,194.35
173.2888,170.73
180.01707,189.97
160.17026,151.6
150.78545,137.13
172.07962,188.63
178.93565,172.07
171.08673,142.53
161.36115,180.75
173.65091,172.1
179.59818,184.12
175.58788,167.57
160.71436,151.07
172.49313,187.68
172.65326,125.02
158.41908,132.76
176.0,189.87
169.83112,160.77
179.03438,183.79
156.36649,167.23
159.62381,157.83
156.79845,154.73
157.35004,167.23
149.88747,156.77
167.022,172.69
169.64804,141.11
170.85765,140.09
179.80196,175.43
164.76869,142.16
170.92691,163.76
178.3871,188.61
180.24866,189.41
157.4258,148.01
159.2053,138.2
181.3002,192.35
165.5422,162.03
181.19261,207.15
170.85701,145.31
172.61093,143.96
157.2906,191.17
178.32254,176.3
163.0105,172.4
177.36774,189.7
172.88287,153.34
177.13818,171.96
181.18958,160.25
180.96729,190.4
154.48961,161.38
177.56038,193.42
156.55605,155.09
174.8105,135.35
172.39394,183.05
176.86426,171.21
176.48314,182.91
178.15326,171.37
172.57559,150.18
167.1456,178.96
179.05933,195.18
179.29623,168.49
174.45688,183.38
170.38321,164.87
170.93697,175.1
153.5809,151.03
156.2005,140.36
164.606,165.38
165.5843,142.48
171.71027,179.36
180.02101,195.87
151.68681,157.28
154.95479,151.21
176.00005,188.85
167.90082,157.96
161.48439,175.16
181.73238,168.82
159.88237,169.24
181.18332,217.96
181.0404,195.71
156.26059,135.35
170.34128,155.85
161.72665,148.84
181.04404,152.59
181.72824,189.43
169.88255,173.0
179.68459,171.48
173.9708,184.92
165.23213,185.27
167.08495,138.2
179.68251,179.07
157.91364,138.38
175.77457,213.07
157.02965,152.74
177.6582,178.72
170.48239,167.78
174.53345,167.78
181.2341,209.68
182.03378,175.1
178.48051,193.62
154.578,181.18
158.26476,192.53
175.24387,130.15
163.65033,154.51
161.18985,143.11
171.71996,166.42
173.32826,186.19
164.37459,138.38
171.8888,142.41
160.15811,157.44
164.36429,145.47
163.8331,167.66
157.13928,151.0
162.20113,172.4
156.07391,168.82
177.36365,181.56
170.05463,148.28
169.63959,162.51
164.80756,147.81
174.21915,185.56
176.13248,181.18
166.78172,170.33
155.0969,173.5
181.47083,194.5
151.5513,157.96
149.90652,155.96
171.72595,194.27
173.6972,191.73
181.4657,186.28
168.78308,178.72
161.59494,133.41
173.67984,163.76
152.9227,137.13
157.66663,148.03
181.00473,182.52
161.12685,175.74
173.82416,185.59
162.3063,165.38
178.13239,170.69
181.5727,192.42
170.53534,228.88
178.60626,187.15
180.21149,189.43
161.94122,171.37
179.71184,218.24
180.98318,190.54
179.03687,151.76
161.90457,177.56
170.48657,142.53
177.2381,173.03
179.37933,148.01
166.38414,157.22
178.13591,189.46
172.88858,172.07
177.18953,189.77
173.5133,162.03
175.18823,187.15
156.21301,145.03
161.26756,167.57
156.90439,174.61
155.28763,169.59
168.82489,178.18
171.34232,155.74
165.54736,166.02
176.54665,163.77
169.53944,182.4
156.29874,148.84
181.47356,186.88
168.31467,132.3
159.28351,161.79
173.70564,225.01
159.34328,142.53
175.15643,153.83
164.89844,196.94
178.76056,180.57
176.85722,189.71
176.40054,179.23
159.96054,147.41
181.45065,194.71
159.4114,159.48
180.05334,196.94
172.1677,195.83
168.49094,157.83
155.76064,151.6
181.64828,181.71
178.79845,184.12
160.6049,144.49
158.56421,158.52
179.07758,192.46
171.19711,175.43
151.38605,138.92
161.07181,178.85
156.99129,170.21
165.95001,163.17
154.83499,150.59
167.77176,150.82
167.70111,179.23
151.70023,144.29
181.06488,194.68
181.76108,193.89
167.96013,198.11
160.19844,153.04
179.86606,166.9
180.76424,213.07
158.2608,170.12
180.4848,226.34
156.36955,165.56
175.30113,162.51
157.12486,209.27
160.44528,135.21
180.1235,175.05
164.04434,167.4
178.08264,193.22
159.91966,175.74
164.83281,173.97
172.24101,189.25
166.84355,133.49
159.21213,138.38
177.62987,161.38
175.68808,197.57
150.84717,156.9
176.61652,153.34
177.34164,182.89
159.58867,144.49
169.24146,144.87
156.42212,178.44
158.5217,132.23
170.74806,164.87
163.62245,181.18
160.89148,152.37
162.56726,145.38
169.32938,180.96
160.13766,191.94
163.6979,142.65
180.35884,166.17
177.72429,175.1
166.97876,144.49
174.31999,172.07
179.2412,138.34
163.13412,193.13
167.76105,151.03
181.13196,185.27
179.31136,191.56
159.18408,159.59
166.58061,165.56
175.21097,134.76
174.2355,153.83
164.98401,157.44
171.93068,139.23
151.07254,158.52
164.25851,140.42
170.83574,154.09
158.71486,137.59
175.24948,145.31
181.20346,209.82
161.43237,178.67
182.0423,226.34
174.21297,166.13
151.99649,138.92
176.52773,189.3
155.89174,157.22
178.86816,183.96
169.46634,181.18
155.56319,172.1
168.18614,145.43
174.372,234.82
166.45995,178.85
177.44156,179.8
161.66562,187.0
181.0556,173.0
181.85738,209.27
162.3979,145.91
162.02997,165.63
173.49944,147.81
181.71059,173.5
166.56134,183.86
168.75378,192.75
176.06352,171.1
171.14868,194.17
156.75546,152.59
181.42075,169.38
162.76453,154.53
177.65955,170.69
161.5173,182.41
176.5801,179.46
162.95026,189.41
171.05228,190.4
156.22621,142.99
177.73605,152.34
169.1693,163.43
179.6589,189.3
181.77913,174.0
152.32831,140.52
160.0121,146.63
172.48773,223.96
177.90518,142.45
181.159,185.01
177.40146,170.29
163.22676,151.01
155.4811,151.03
161.24858,142.45
167.62181,191.73
178.24255,153.83
160.23302,174.79
157.12357,142.41
178.44104,186.86
166.15239,177.79
171.02332,167.45
178.57523,192.46
177.83476,173.93
181.00162,221.55
160.95308,165.56
178.43503,163.43
177.84604,175.05
180.46854,153.72
160.4612,156.57
172.96777,132.3
155.29778,167.4
178.18855,185.92
173.24406,169.68
177.19992,214.29
179.46066,189.7
166.85109,149.45
174.70853,174.79
178.03111,134.76
175.28427,166.47
170.58049,174.79
159.52696,151.6
165.11697,151.01
150.85202,154.51
177.14554,187.87
158.97487,175.6
175.00879,191.31
164.74458,178.72
164.44333,183.95
153.05858,157.44
170.56657,158.28
175.43015,196.94
176.86394,174.49
180.67302,180.96
177.14963,160.25
165.5381,135.21
171.45834,136.5
174.79575,157.35
166.11069,168.82
173.49023,160.01
162.1063,158.91
155.87393,141.11
162.40541,176.38
152.8761,159.48
161.1136,151.92
164.40735,147.11
178.83337,172.69
179.35886,171.37
166.464,150.65
181.40677,217.53
179.24393,173.97
152.1473,163.64
178.5588,234.82
178.5732,151.07
180.89647,148.01
175.08182,138.34
162.25465,175.6
176.76836,148.84
180.50024,208.14
170.15674,129.62
159.44284,144.8
166.16347,173.0
180.33205,186.86
176.90244,168.82
179.59686,151.29
177.3222,177.25
159.54738,143.0
160.68752,165.38
155.12793,126.04
175.22849,147.81
181.63535,177.45
173.63205,170.73
171.27602,161.51
165.72433,165.0
163.59885,169.0
156.43027,144.87
182.24849,234.4
172.53021,149.45
160.59755,132.76
151.81773,157.96
171.44008,171.1
179.46455,153.83
160.86691,161.38
157.18684,160.8
158.65067,151.07
168.48752,190.68
174.80695,169.58
163.65979,177.25
177.98125,179.36
168.43095,169.0
152.44836,151.21
180.21089,188.85
167.52928,158.28
173.79413,148.03
181.2404,217.53
181.15837,169.02
164.71326,182.89
173.41638,173.0
179.45276,168.54
153.0384,134.51
179.5348,193.99
176.20695,185.01
171.61678,191.73
161.70518,145.43
162.8654,151.03
152.69193,157.65
176.17703,153.84
161.15652,145.47
171.18225,148.48
177.25768,135.21
165.7606,166.17
171.27888,154.73
165.269,149.7
181.38426,192.42
181.22777,213.31
166.83083,184.4
167.44308,125.07
180.69507,183.63
160.53824,178.61
180.49933,209.07
160.39041,167.23
158.83183,135.35
167.6866,151.92
167.51445,153.72
156.6,158.91
180.78085,155.35
181.22293,195.18
177.37756,167.63
178.38797,195.18
163.18613,187.44
173.34775,187.87
158.35007,157.44
156.90552,174.72
170.4241,168.84
176.45279,195.18
163.12909,184.4
176.022,213.31
152.51129,146.14
174.12608,183.31
179.56961,149.45
177.10101,181.56
157.14577,167.66
172.47069,177.97
162.13225,126.04
163.98734,142.53
170.73196,142.41
179.36816,142.41
182.276,189.79
174.1612,160.77
158.12616,173.5
150.91052,138.2
165.03326,149.84
177.63573,135.27
175.16367,191.56
176.17354,164.92
174.77536,130.15
178.92949,184.8
152.05618,138.92
156.35994,152.87
182.07565,189.43
173.57903,154.73
175.40186,138.38
174.11404,148.03
179.06201,193.97
176.81435,153.83
168.45026,152.87
177.1116,177.15
163.32295,141.17
150.48207,137.35
176.23538,210.62
171.63727,208.14
176.0302,172.28
151.89595,157.96
180.44058,183.38
176.37376,189.41
162.93459,156.57
155.83797,148.03
173.00313,195.1
182.19351,185.27
160.0026,177.56
152.51665,135.43
169.27875,189.69
167.45157,126.04
164.83083,138.98
159.63391,193.6
158.79826,158.28
169.73463,148.91
170.56677,173.19
157.38297,137.35
181.81096,221.55
160.43678,133.49
178.04874,192.58
181.43135,189.43
176.46844,177.97
160.49907,142.56
181.69221,184.92
161.29123,151.76
181.66452,174.91
176.68008,183.96
153.91328,125.07
174.14864,186.68
165.11992,168.0
170.62741,154.48
175.63136,153.34
167.09944,160.77
151.32831,156.57
177.73038,148.48
181.09235,151.29
165.4377,166.42
177.07993,158.93
176.09209,147.41
162.60915,186.88
156.75426,145.91
175.41577,142.91
157.8419,175.6
174.3468,157.44
162.36385,145.43
167.75476,177.25
153.49765,155.74
177.31403,151.73
166.63274,126.36
162.64058,162.95
152.8776,165.75
179.68259,140.09
169.84526,191.56
160.0045,154.53
170.3455,145.31
179.06651,141.11
177.50674,175.84
151.90504,155.09
163.51901,153.72
157.35208,181.91
163.17433,185.27
173.1178,174.55
177.28876,160.8
167.69604,170.43
165.25504,175.1
152.19698,141.17
165.88403,174.91
155.93211,167.57
167.613,167.04
179.72696,170.77
166.37622,220.27
181.08975,193.12
163.96194,153.04
155.67694,143.78
170.79973,176.65
170.47751,177.45
178.9407,174.21
158.6645,137.35
177.30643,228.88
170.27968,189.69
174.53223,148.11
176.30852,196.94
178.23557,192.46
175.7368,145.91
162.05197,171.48
153.57698,144.22
161.68315,163.43
180.91594,185.27
180.93983,155.74
165.97386,129.61
177.91309,198.11
153.61346,143.86
179.35674,145.03
163.33072,175.74
170.99445,185.56
177.53955,217.49
160.92688,179.21
160.54834,141.66
176.31253,185.92
178.21178,186.88
161.70001,172.1
160.12144,174.31
161.14159,147.27
173.96048,193.99
158.9324,172.07
157.3558,150.82
173.59949,180.09
164.29185,144.87
180.34113,177.45
172.79048,217.49
167.46603,150.62
168.69577,162.03
152.77692,165.07
181.33794,185.64
167.2683,174.91
162.8823,148.84
179.33864,214.29
168.28865,150.17
155.715,185.14
178.72763,174.49
180.17215,208.14
179.83038,169.89
166.15132,182.4
159.1539,175.49
161.8566,157.35
172.98111,212.49
154.62222,138.93
152.16344,141.56
154.22357,150.82
177.43301,226.34
177.91968,157.96
157.7929,154.48
175.50275,178.19
179.9881,193.22
169.34862,193.12
171.22131,191.94
170.42322,169.59
181.34785,228.68
157.64165,149.64
154.54608,148.84
179.57016,188.32
178.15271,218.24
173.61403,191.17
170.66296,147.92
177.40627,171.56
168.75217,165.02
158.45454,133.41
172.56435,176.08
180.8396,179.8
164.97227,191.33
177.19382,184.8
166.28676,181.99
166.07993,207.49
151.5166,150.62
175.71681,171.13
165.47693,189.25
166.35016,145.91
179.28947,191.29
167.51585,195.605
180.77725,155.31
173.68802,157.37
159.24771,143.78
178.87874,132.23
181.26141,214.1
162.92574,177.45
156.9419,149.45
161.67247,155.85
166.9248,171.13
169.32127,234.82
157.19843,155.96
177.55838,153.71
171.62808,160.01
173.07068,182.89
176.53131,188.85
161.30008,165.38
162.24005,150.82
177.78198,189.69
162.25224,129.61
176.0217,135.94
169.86368,138.38
180.88835,193.6
181.38028,193.12
181.23074,159.3
153.65573,142.48
149.24352,158.52
180.56973,194.48
177.77747,187.44
178.17146,181.42
165.38931,183.31
161.75623,167.23
175.96191,155.31
164.01352,186.68
180.26033,213.31
153.81068,138.27
172.60371,197.96
181.9451,178.67
180.87079,175.01
168.47685,153.34
164.22592,138.34
161.60934,160.62
181.75089,166.9
175.54053,207.15
175.99057,168.84
168.47507,174.61
176.8617,189.43
157.48405,153.84
153.83076,153.85
164.98714,191.81
174.92047,191.17
164.96883,191.29
168.11142,190.68
157.98637,149.84
174.91104,169.68
180.68036,185.64
165.19533,180.19
180.79836,161.51
178.47726,176.08
163.69168,148.48
149.9593,167.66
168.70073,207.23
158.06358,178.18
164.92677,213.31
169.25992,166.47
160.67538,146.63
173.86227,185.27
169.82532,154.53
169.72142,184.4
166.97589,175.46
178.60866,216.75
171.08792,175.04
180.4843,190.4
153.57613,157.37
169.26471,179.21
159.89223,130.06
177.36945,193.13
161.02272,174.61
150.08469,140.82
155.26704,140.36
172.78685,188.08
167.2296,180.57
161.04323,171.52
176.60635,191.56
179.46835,173.72
163.52708,193.42
158.2603,157.96
164.71384,169.89
158.56384,173.19
160.20706,142.48
179.22484,181.82
169.53703,194.27
175.80139,184.25
154.79492,163.98
160.51859,173.93
178.7208,193.62
163.50241,174.0
160.07175,126.36
173.02115,193.05
166.3452,176.38
162.25827,154.65
156.31682,148.84
160.09007,177.56
171.4596,193.15
174.53513,197.57
165.13757,173.03
165.54893,175.04
174.31949,180.19
168.08075,148.47
168.91884,150.65
169.80838,177.15
172.787,183.95
181.66165,221.55
155.11688,163.98
173.67618,177.15
150.74722,150.62
158.71674,195.83
160.28355,165.79
169.43475,130.73
159.5152,177.77
178.47885,172.07
166.13895,179.58
159.08864,148.01
178.1511,192.53
154.76146,138.38
178.70905,216.24
175.04637,174.55
157.12323,156.8
181.16493,166.13
181.09514,177.45
167.97247,192.46
176.3363,189.71
167.28227,171.21
152.13133,143.11
165.4766,183.63
165.8495,175.1
171.86311,151.03
181.07011,221.55
170.5628,153.83
171.015,145.93
181.6543,149.45
179.22946,191.29
161.92677,155.31
170.33582,178.72
174.35193,170.33
171.93585,142.41
160.56883,175.1
162.67781,138.92
176.40154,155.96
154.04428,149.64
176.71173,174.21
163.54538,157.65
180.56659,176.3
158.22299,151.6
168.17252,186.88
170.92447,184.4
165.01666,143.39
164.60457,218.8
156.8419,140.94
177.59207,181.56
180.36118,161.51
181.72348,189.99
162.46489,192.75
180.17072,193.6
180.49063,146.4
179.23395,170.73
177.15274,182.4
180.70767,188.63
176.39523,186.19
163.13257,158.91
168.52454,179.36
159.13026,170.4
158.00616,138.38
181.01717,170.03
154.76161,126.04
176.5922,155.74
164.42543,138.98
182.26457,187.15
171.77043,153.83
182.18996,171.84
171.73627,189.25
158.94423,147.04
157.78476,170.09
170.86325,189.77
165.51141,170.4
177.75629,184.12
179.25021,174.2
167.35104,173.19
180.38434,183.38
178.81604,146.63
180.15245,182.52
166.23459,144.49
172.649,173.93
179.21298,184.8
178.247,135.21
182.03886,224.31
167.03584,191.31
168.44095,181.91
163.82394,182.41
175.39233,185.85
171.87672,213.07
173.53467,193.18
157.44193,171.84
179.19495,170.85
179.29022,207.49
180.50879,191.94
179.48582,174.0
175.99449,185.56
159.03828,142.41
158.01982,177.49
170.36676,135.94
168.74496,152.34
163.1922,195.71
181.42772,125.07
181.57597,187.68
162.49802,147.11
178.96536,173.75
172.38773,138.98
168.23643,160.01
160.81613,137.44
154.05533,137.35
166.18948,174.15
161.02281,179.58
163.20712,154.5
175.71475,193.99
166.19034,143.11
166.62952,165.84
178.47318,150.59
163.8468,148.31
162.47205,190.9
173.95746,190.54
181.88667,190.29
178.86261,217.96
161.6624,157.28
168.85774,135.35
149.40878,148.31
172.09818,192.58
179.66615,230.54
179.11182,190.69
157.3185,137.59
155.64516,142.91
171.35278,195.1
153.15427,129.61
178.93388,171.48
160.67114,141.56
178.67255,171.13
156.27278,175.84
153.83008,142.64
166.51277,192.75
178.46127,169.24
178.95209,195.89
155.56346,174.15
171.95197,155.33
163.4784,155.74
172.7233,176.3
158.82986,170.21
167.56572,149.45
175.8305,165.81
164.49388,177.56
152.50146,175.6
171.7486,189.77
153.81052,165.29
159.84483,174.31
165.84903,152.34
150.934,146.35
164.31274,170.03
155.05043,162.95
155.14691,193.13
156.70613,173.57
166.83696,150.04
155.26741,146.87
180.30095,177.82
157.96413,159.3
178.96445,183.63
167.23737,188.63
176.80392,182.4
176.43228,148.84
180.96404,176.08
152.03821,131.88
177.48428,234.4
179.11392,172.4
173.6645,187.65
181.21295,175.74
167.87633,140.42
172.28255,187.15
173.36105,150.7
180.9936,175.49
167.74136,152.74
179.5903,179.58
153.22147,171.83
168.06201,154.46
173.6278,145.31
160.98924,170.4
177.86548,216.67
179.9709,153.34
164.59651,126.36
175.43002,178.99
170.16618,185.56
171.60992,146.63
153.57147,140.82
163.85281,177.56
166.30789,148.84
179.77917,151.76
172.03477,150.47
167.36499,153.2
181.32706,188.01
173.65627,195.83
174.67944,170.77
158.96996,163.98
153.19556,165.75
169.5279,187.65
170.32051,177.77
177.89484,214.1
157.95569,152.95
158.78255,132.37
174.55817,173.75
161.36458,147.96
167.1662,195.605
156.36389,149.45
169.2756,178.85
152.91724,162.51
172.02531,145.43
181.76685,167.23
157.57454,162.95
176.68222,153.34
182.04501,175.43
181.108,213.07
155.67152,148.84
175.82262,166.13
176.0987,189.7
172.95105,191.33
164.11679,147.07
166.47185,189.25
160.85408,164.87
165.32506,143.0
167.30942,176.3
169.37358,189.43
167.90158,165.02
164.8715,186.88
156.77556,154.5
162.97357,148.47
171.44463,187.0
178.76093,181.16
163.00748,178.18
175.42508,169.71
180.02234,132.23
164.4437,133.41
178.7242,170.12
174.54617,173.75
151.35352,147.11
172.52286,184.4
156.95474,148.71
179.3428,192.75
169.39505,130.03
173.371,154.53
180.85098,191.04
180.8645,185.56
177.77068,195.83
154.9328,174.15
173.18332,135.87
181.34167,214.29
179.4373,207.15
161.77948,156.57
170.62126,192.75
165.24115,142.53
168.83533,126.04
171.40565,158.91
152.81387,136.72
180.7551,190.29
170.20062,192.53
166.92926,172.75
176.17242,167.23
154.30133,156.57
178.06589,167.78
180.7989,170.29
166.19554,170.21
168.39616,165.56
155.099,143.11
159.92789,134.87
178.88535,184.8
165.24861,173.5
167.75337,189.95
160.38069,165.75
181.80661,175.84
180.82753,171.1
181.86465,168.0
180.41473,173.31
175.78601,157.35
163.13553,132.23
165.98325,151.6
163.92598,195.18
172.68501,143.75
157.53935,130.06
178.6387,186.86
159.11177,152.95
151.25896,143.78
161.41107,153.85
180.65356,189.99
166.92393,126.36
177.99025,153.83
175.66255,148.48
152.35623,157.96
169.58537,173.72
177.79066,182.68
170.0655,139.5
174.56964,165.23
181.98416,218.36
174.41115,138.38
167.74702,136.5
180.71663,165.35
158.03162,181.82
161.37706,154.46
181.26614,163.76
176.48901,176.3
181.82785,189.71
173.85751,151.6
167.5681,162.03
181.11812,144.29
161.41782,151.07
174.59093,160.1
159.21875,154.09
179.26941,181.16
170.31517,219.86
182.0589,193.97
170.1256,179.23
162.94522,162.51
182.31418,188.32
168.14839,173.44
159.40977,148.03
162.97325,132.76
159.67238,163.98
163.0388,150.47
166.77997,185.14
179.71883,197.96
163.86206,148.31
157.54381,179.58
172.2441,180.96
176.8441,186.4
180.16235,171.77
162.10767,169.59
177.5633,183.96
179.35799,181.16
171.27089,164.87
161.18443,149.35
181.9815,189.99
158.15466,180.57
160.48433,161.79
167.24663,161.51
154.14189,182.41
173.43073,182.32
173.5354,178.61
175.29529,169.59
166.69356,171.37
152.21268,167.66
165.45927,157.4
161.50034,175.6
154.68887,146.14
181.06876,177.57
160.69972,155.74
157.95639,138.98
168.77489,146.5
174.193,172.28
180.44623,153.71
168.47664,142.41
180.43251,170.85
157.01933,138.93
172.91446,151.03
181.11191,165.0
161.52995,145.43
150.46188,178.96
163.22787,151.03
153.33339,135.87
181.42392,177.23
176.10931,135.94
151.52992,150.62
168.44049,173.19
166.2074,183.63
151.19284,126.36
180.12532,180.57
164.38293,157.96
166.3766,147.92
177.67296,173.57
172.60133,187.44
160.92986,151.73
151.04591,137.44
179.73962,178.85
159.41035,138.88
181.04915,185.59
150.80414,137.59
172.87283,135.21
152.59631,141.56
174.01498,157.22
181.06923,210.62
180.42278,173.0
161.50507,157.96
156.52048,178.96
157.92807,143.39
177.22583,168.49
178.55898,189.95
160.88803,168.54
177.83356,191.94
174.32158,195.1
177.70099,217.53
175.2449,180.95
151.69054,146.14
164.998,148.11
180.29984,165.63
165.18546,185.01
160.71782,155.35
160.44168,157.65
182.2248,217.53
179.41869,179.23
177.5633,157.35
163.75858,187.65
170.21071,195.1
164.42279,154.5
169.65294,165.56
163.14427,195.89
152.28813,132.76
161.21352,186.4
167.55821,154.09
161.85701,149.7
164.52148,131.86
181.61649,214.24
169.35991,178.18
161.89284,137.13
179.1737,134.87
164.45386,174.21
166.40475,156.57
174.74625,197.96
162.00201,141.56
170.35269,180.75
165.54118,178.18
167.2735,173.93
165.66174,147.27
168.98744,174.91
173.58188,175.74
176.00635,190.64
179.85503,189.7
177.20364,140.09
154.343,157.96
158.8122,142.91
177.65366,168.41
177.72363,179.21
174.10739,175.46
154.18483,175.6
155.36395,171.83
162.4604,167.04
165.21704,132.23
171.98853,187.68
152.29688,145.54
152.19664,126.36
176.51743,151.03
172.79964,175.84
158.36649,136.5
167.33452,157.44
179.39413,151.76
179.49684,232.98
174.49754,193.05
176.78557,174.2
175.41957,193.18
177.45782,173.03
178.43134,173.23
160.90207,181.56
156.92738,143.11
156.52864,145.91
166.73041,177.57
171.63388,178.18
168.8194,169.24
163.8717,138.88
168.0527,155.96
176.1969,162.03
177.1853,177.82
164.61633,150.7
158.6781,174.61
155.24457,167.45
164.79747,195.18
170.77907,174.79
177.1129,183.79
158.34976,133.41
166.02443,192.35
180.3663,173.44
182.4285,171.84
178.7849,193.18
154.84863,170.4
152.64032,177.77
168.87894,153.83
159.90265,143.78
167.57545,171.77
171.19666,196.45
181.68924,195.89
163.558,185.04
174.92923,168.22
154.05354,178.96
158.06079,186.19
166.27487,188.61
176.99692,167.57
164.25264,167.78
180.87204,177.79
176.0483,155.31
181.98776,173.03
174.8049,153.34
162.19852,191.73
156.21408,153.34
164.69753,155.35
155.67746,126.36
174.19534,177.49
176.51773,177.82
179.31847,181.16
168.62158,165.56
152.29037,140.36
175.74612,196.89
153.34976,178.96
170.6781,189.97
174.6097,194.35
164.77206,149.84
164.50027,172.14
180.21783,181.16
178.89365,210.62
177.10246,182.74
169.7905,169.68
162.27562,148.71
156.83264,136.72
179.03702,145.93
175.79561,225.01
170.91931,185.27
172.83557,161.38
177.1387,151.76
169.6447,189.77
178.71931,175.05
166.29066,158.52
176.07443,144.87
178.55208,194.68
181.172,177.97
159.11441,131.56
149.33533,154.51
159.1477,152.87
172.15112,144.8
176.46924,179.46
163.61052,163.62
175.73322,192.46
181.4134,193.12
178.11023,137.87
165.26262,142.41
179.12123,192.46
149.7397,140.36
177.8296,194.5
176.60771,179.21
174.27057,234.82
161.15231,171.1
159.73929,151.0
163.16574,152.37
175.05032,175.16
180.2148,177.15
176.9802,217.49
161.04224,143.39
170.89586,126.36
150.82164,156.77
172.17201,171.52
172.21637,172.1
181.98476,195.605
154.46324,165.38
153.59647,132.76
157.6368,150.17
181.63887,192.53
179.74536,165.23
177.7901,172.69
166.98431,188.61
172.0477,155.33
155.86035,174.72
170.31635,173.0
174.8024,172.75
163.4407,165.79
162.06372,154.46
181.07893,188.04
178.56366,145.49
181.18604,177.56
160.08987,175.06
179.69373,209.68
180.0787,169.67
174.30817,168.22
175.92355,150.04
161.60706,125.02
170.82239,175.84
182.02625,129.93
171.72786,218.24
168.83904,130.15
181.63362,148.48
181.13474,183.05
163.12267,143.0
181.6818,179.66
174.03723,147.81
169.42776,218.24
176.68562,173.5
155.14326,155.96
176.35234,188.63
155.25403,155.96
159.39377,181.99
167.8484,155.85
178.38643,130.73
156.11984,154.73
164.87381,177.56
150.91835,143.78
156.14061,165.75
178.83766,145.49
159.52794,157.44
167.5564,134.51
160.70279,130.73
158.84764,165.38
148.36203,170.21
177.44968,176.3
161.4642,170.29
176.27187,170.77
158.3617,159.48
179.58795,137.87
165.6207,148.71
169.57869,169.59
170.78142,194.71
170.09415,168.41
178.84387,173.72
169.07263,179.36
168.0284,164.66
176.96823,153.04
176.99966,193.97
169.18658,185.85
164.95795,132.37
173.28653,155.09
153.99103,171.52
177.00955,180.57
179.21272,193.58
175.46051,155.31
157.09673,179.58
180.56644,177.15
164.23325,188.08
163.60292,147.11
157.54716,146.63
170.42491,145.93
178.1405,171.84
162.73038,150.47
169.04092,193.97
163.44533,189.69
163.55264,165.29
178.53465,177.15
168.76106,165.84
168.41173,184.4
177.70389,183.95
152.77544,154.73
153.76295,145.54
169.0771,164.9
177.43195,130.73
172.99252,188.32
168.79837,159.28
161.12964,192.58
154.80849,157.44
165.55489,153.84
176.94293,181.99
172.76855,181.18
163.29395,185.27
168.93031,139.5
168.12634,184.4
170.135,161.79
180.9242,173.5
176.53552,234.4
165.77036,140.09
175.44939,188.01
164.18785,150.77
174.34338,172.1
171.83002,147.41
164.45721,151.03
176.04109,147.92
164.81743,148.28
168.24301,152.74
156.12225,160.62
161.35324,149.35
167.47882,154.65
168.82578,169.0
158.61423,157.28
172.06137,139.23
181.31451,150.43
179.36119,170.43
177.9112,197.57
157.59468,170.09
179.81995,217.53
178.73605,177.45
166.91809,175.16
182.35109,214.24
172.59023,173.57
170.4952,168.54
164.16447,194.5
177.89542,189.41
164.22491,182.52
168.31032,173.44
166.70113,153.85
177.22243,179.23
165.64316,129.93
180.99101,147.07
154.47632,149.35
178.81192,191.81
171.45944,155.33
179.4769,234.4
159.31651,173.23
181.66605,194.5
176.39687,219.86
164.03928,147.07
161.93864,165.63
156.43013,171.83
153.61113,172.14
176.3075,168.41
160.21236,147.27
160.56364,141.66
150.26843,137.35
158.15154,148.01
182.42789,189.97
169.86154,189.25
160.32222,174.31
166.78143,178.18
149.45552,150.62
167.71059,174.15
179.21906,125.02
162.99454,195.83
157.94368,132.76
167.07925,154.65
159.99745,187.43
179.18753,181.42
153.65727,148.71
